learner_id,gender,age,education_level,course_type,learning_mode,region,device_type,study_hours_per_week,videos_watched,forum_posts,assignments_completed_score,quiz_score,engagement_score,final_score,participation_level,completion_status,performance_category
LRN02892,Male,33,Undergraduate,AI Fundamentals,Instructor-led,Giza,Laptop,10.5,29 videos,8,89.2,84.8,100,79.15199231,High,Completed,Very Good
LRN02893,Male,36,Undergraduate,Programming,Self-paced,Cairo,Laptop,8.2,19 videos,8,69.3,77.6,69.3,61.63261672,High,Completed,Good
LRN02894,Female,27,Professional,Data Analysis,Blended,Other,Mobile,3,21 videos,3,55.7,65.3,49.4,44.51909651,Medium,Not Completed,Needs Support
LRN02895,Male,18,Undergraduate,Design,Instructor-led,Giza,Mobile,8.2,27 videos,4,77.4,88.2,87.1,79.57168583,High,Completed,Very Good
LRN02896,Male,27,Graduate,Business,Instructor-led,Upper Egypt,Mobile,8.5,19 videos,5,87.5,93.1,87.1,69.28309285,High,Completed,Very Good
LRN02897,Female,21,Professional,Design,Self-paced,Cairo,Mobile,6.8,25 videos,3,73.5,65.7,67.8,65.86435119,High,Completed,Very Good
LRN02898,Female,19,High School,Programming,Self-paced,Upper Egypt,Laptop,3,21 videos,0,47.5,53.7,53.4,41.49335147,Medium,Not Completed,Needs Support
LRN02899,Female,18,High School,Programming,Instructor-led,Cairo,Laptop,2.5,13 videos,4,56.5,60.8,66.6,52.14952782,Medium,Not Completed,Good
LRN02900,Female,30,Undergraduate,AI Fundamentals,Instructor-led,Other,Mobile,5.9,19 videos,3,61.1,88.3,66,46.99310189,Medium,Not Completed,Needs Support
LRN02901,Male,25,Professional,Business,Self-paced,Delta,Laptop,10.1,21 videos,5,79.9,89.4,72.5,64.9783097,High,Completed,Good
LRN02902,Male,41,High School,Data Analysis,Blended,Cairo,Mobile,4.8,27 videos,1,79.9,88.2,69.2,65.12814879,High,Completed,Very Good
LRN02903,Female,43,High School,Data Analysis,Self-paced,Cairo,Mobile,1.9,26 videos,7,79,73.7,74.7,57.44303643,High,Not Completed,Good
LRN02904,Male,22,Graduate,Programming,Blended,Alexandria,Mobile,7.7,32 videos,6,93.8,89.8,84.6,81.75212128,High,Completed,Excellent
LRN02905,Female,26,Undergraduate,Programming,Self-paced,Giza,Laptop,7,16 videos,5,65.8,87.1,55.6,65.17100702,Medium,Completed,Very Good
LRN02906,Male,23,Graduate,Programming,Self-paced,Other,Laptop,10.4,28 videos,4,79.9,89.4,78.4,84.9353172,High,Completed,Excellent
LRN02907,Female,31,High School,Business,Self-paced,Delta,Laptop,1,16 videos,4,48.3,68.7,36.7,46.82665426,Low,Not Completed,Needs Support
LRN02908,Female,25,Undergraduate,Programming,Instructor-led,Giza,Mobile,6.8,21 videos,3,73.7,79.9,75.4,63.65959368,Medium,Completed,Good
LRN02909,Male,33,Undergraduate,Design,Blended,Alexandria,Mobile,8.7,26 videos,7,77.9,77.4,84.9,76.62173274,High,Completed,Very Good
LRN02910,Female,28,Undergraduate,Data Analysis,Self-paced,Delta,Laptop,10.6,27 videos,3,77.9,89.1,87.4,74.30468266,High,Completed,Very Good
LRN02911,Male,41,Professional,Data Analysis,Instructor-led,Alexandria,Mobile,6.6,19 videos,4,70.8,78.2,77.3,63.20755901,Medium,Completed,Good
LRN02912,Female,26,High School,Data Analysis,Instructor-led,Giza,Laptop,7.3,25 videos,5,100,82.2,100,79.62061474,High,Completed,Very Good
LRN02913,Female,27,Graduate,Business,Blended,Delta,Mobile,6.9,23 videos,8,89,72,78.6,76.78596082,High,Completed,Very Good
LRN02914,Female,29,Professional,Data Analysis,Blended,Other,Mobile,5.7,20 videos,2,53.4,65.5,50.3,56.1502534,Medium,Not Completed,Good
LRN02915,Female,16,Graduate,AI Fundamentals,Self-paced,Other,Laptop,9.4,22 videos,3,76,57.5,70.6,65.86439919,High,Completed,Very Good
LRN02916,Female,21,Undergraduate,Design,Instructor-led,Giza,Tablet,8,22 videos,2,57,81.4,73.5,73.64256318,Medium,Completed,Very Good
LRN02917,Female,28,Undergraduate,Data Analysis,Instructor-led,Giza,Tablet,9.3,26 videos,3,79.5,62.6,83.6,70.92589333,High,Completed,Very Good
LRN02918,Male,28,Undergraduate,Business,Blended,Cairo,Laptop,3.6,13 videos,2,38.4,52.3,29.9,30.62273094,Low,Not Completed,Needs Support
LRN02919,Male,31,Graduate,Data Analysis,Blended,Delta,Laptop,9.6,20 videos,4,73.2,83.7,69.9,71.94661404,High,Completed,Very Good
LRN02920,Female,16,Graduate,Data Analysis,Self-paced,Upper Egypt,Mobile,4.2,19 videos,1,61.4,74.4,50.1,62.88579082,Medium,Completed,Good
LRN02921,Female,32,Undergraduate,Business,Blended,Other,Laptop,11.3,29 videos,2,94.1,72.9,78.6,66.20887462,High,Completed,Very Good
LRN02922,Male,16,Graduate,Programming,Instructor-led,Cairo,Laptop,3.6,15 videos,7,40.3,58.8,58.3,45.1181491,Medium,Not Completed,Needs Support
LRN02923,Male,26,Professional,Programming,Blended,Cairo,Mobile,3.5,21 videos,8,78.3,72.1,60.2,54.31074314,Medium,Not Completed,Good
LRN02924,Female,29,Graduate,Data Analysis,Blended,Upper Egypt,Tablet,10.5,26 videos,4,71.3,87.5,74.2,72.33234943,High,Completed,Very Good
LRN02925,Male,24,Graduate,Programming,Self-paced,Cairo,Mobile,4.6,20 videos,4,56.9,74.2,51.4,59.83117787,Medium,Not Completed,Good
LRN02926,Male,42,Professional,Business,Self-paced,Alexandria,Mobile,5.5,16 videos,1,62.9,70.6,53,62.14868166,Medium,Completed,Good
LRN02927,Female,30,High School,Design,Self-paced,Upper Egypt,Mobile,1.6,27 videos,1,85.1,71.3,52.1,57.009066,Medium,Not Completed,Good
LRN02928,Male,20,Professional,Data Analysis,Instructor-led,Giza,Laptop,9.2,24 videos,8,81,73.5,86.8,74.00193921,High,Completed,Very Good
LRN02929,Female,23,High School,Business,Self-paced,Upper Egypt,Laptop,3.7,21 videos,4,68.2,63.7,59.9,46.76468373,Medium,Not Completed,Needs Support
LRN02930,Male,20,Professional,Programming,Blended,Cairo,Laptop,4.9,18 videos,3,47.8,66.3,49.5,40.23274088,Medium,Not Completed,Needs Support
LRN02931,Female,24,Undergraduate,Data Analysis,Blended,Upper Egypt,Mobile,3.2,14 videos,3,71.9,55.1,49.6,55.33797668,Medium,Not Completed,Good
LRN02932,Male,24,High School,AI Fundamentals,Self-paced,Cairo,Mobile,3.7,25 videos,0,69.2,81.1,57.6,45.03266237,Medium,Not Completed,Needs Support
LRN02933,Female,31,Undergraduate,Data Analysis,Blended,Delta,Mobile,4.7,15 videos,6,55.4,59.1,62.1,47.27837049,Medium,Not Completed,Needs Support
LRN02934,Male,33,Undergraduate,Design,Self-paced,Other,Mobile,2.9,14 videos,2,69.2,74.5,44.6,57.99953459,Medium,Not Completed,Good
LRN02935,Female,30,Undergraduate,Design,Self-paced,Alexandria,Laptop,7.7,20 videos,3,65.3,87.4,57.4,65.65810726,Medium,Completed,Very Good
LRN02936,Female,28,Undergraduate,AI Fundamentals,Instructor-led,Delta,Laptop,6.7,15 videos,3,39.7,59.5,50.9,32.10885474,Low,Not Completed,Needs Support
LRN02937,Female,19,Professional,Business,Blended,Giza,Tablet,7.7,26 videos,6,65.6,72.9,70.7,64.84329058,High,Completed,Good
LRN02938,Female,22,Undergraduate,Programming,Blended,Cairo,Laptop,10,30 videos,2,85.8,87.3,81.7,72.03855658,High,Completed,Very Good
LRN02939,Female,21,Graduate,Design,Self-paced,Giza,Laptop,9,25 videos,4,82.4,78.5,67.5,69.37907735,High,Completed,Very Good
LRN02940,Female,22,Graduate,Data Analysis,Self-paced,Upper Egypt,Mobile,7.3,23 videos,4,64.2,67.9,72.1,56.95500231,High,Not Completed,Good
LRN02941,Female,27,Undergraduate,Programming,Blended,Cairo,Mobile,5.8,20 videos,7,65,90.7,62.7,61.71406244,Medium,Completed,Good
LRN02942,Male,23,Graduate,Programming,Instructor-led,Cairo,Mobile,5.4,18 videos,3,83.3,78.4,73.7,58.32684869,Medium,Not Completed,Good
LRN02943,Female,16,High School,Data Analysis,Self-paced,Upper Egypt,Mobile,2.1,19 videos,1,59.6,74.2,54.5,51.65485749,Medium,Not Completed,Good
LRN02944,Male,16,Graduate,Data Analysis,Self-paced,Cairo,Mobile,2.1,18 videos,2,54.5,66.3,40.6,52.81094383,Low,Not Completed,Good
LRN02945,Female,20,Undergraduate,Design,Instructor-led,Cairo,Laptop,10.7,20 videos,2,77,92.1,82,74.33181969,High,Completed,Very Good
LRN02946,Male,35,Graduate,Programming,Self-paced,Giza,Laptop,9.2,20 videos,4,67.8,88.8,75.5,68.60404735,High,Completed,Very Good
LRN02947,Male,36,Graduate,AI Fundamentals,Self-paced,Upper Egypt,Laptop,6.5,14 videos,5,60.3,62.8,48.3,48.39245601,Medium,Not Completed,Needs Support
LRN02948,Female,18,High School,Data Analysis,Blended,Other,Mobile,6.9,30 videos,3,82.8,76.2,92.4,64.93941342,High,Completed,Good
LRN02949,Female,35,Undergraduate,Data Analysis,Blended,Delta,Laptop,9.2,26 videos,3,69.9,93.6,70.5,66.70608767,High,Completed,Very Good
LRN02950,Male,29,Undergraduate,Design,Instructor-led,Upper Egypt,Laptop,12.1,30 videos,7,93.9,82.7,100,83.20789237,High,Completed,Excellent
LRN02951,Female,23,Undergraduate,Business,Instructor-led,Upper Egypt,Tablet,9.4,15 videos,2,90.2,88,89.2,91.00623562,High,Completed,Excellent
LRN02952,Male,21,Undergraduate,Programming,Self-paced,Cairo,Laptop,9.8,27 videos,2,75.5,81.7,78.7,75.92769484,High,Completed,Very Good
LRN02953,Female,27,Graduate,Data Analysis,Instructor-led,Cairo,Laptop,7.9,15 videos,2,67.3,75.8,74.4,67.65519168,Medium,Completed,Very Good
LRN02954,Female,29,Graduate,Business,Blended,Delta,Tablet,3.9,13 videos,1,41.3,52.7,36.3,49.10748003,Low,Not Completed,Needs Support
LRN02955,Female,32,Undergraduate,Programming,Blended,Cairo,Laptop,9.3,17 videos,4,69.4,94.1,75.1,75.08464171,High,Completed,Very Good
LRN02956,Male,33,High School,Business,Self-paced,Upper Egypt,Laptop,7.4,26 videos,6,82,92.9,92.3,82.76813957,High,Completed,Excellent
LRN02957,Female,19,High School,Design,Self-paced,Giza,Tablet,2.3,15 videos,3,61,57.1,45.7,47.28462485,Medium,Not Completed,Needs Support
LRN02958,Female,29,Undergraduate,Data Analysis,Blended,Delta,Tablet,6.9,19 videos,5,51.4,65.6,50.6,53.71011159,Medium,Not Completed,Good
LRN02959,Male,16,Undergraduate,Design,Self-paced,Alexandria,Laptop,7.6,24 videos,0,68.9,78.7,57.8,55.36746936,Medium,Not Completed,Good
LRN02960,Male,34,Undergraduate,AI Fundamentals,Blended,Delta,Laptop,9.2,23 videos,3,81.4,100,79.3,77.02014862,High,Completed,Very Good
LRN02961,Female,24,Undergraduate,AI Fundamentals,Self-paced,Delta,Laptop,5.5,10 videos,5,46.8,57.5,47.7,42.95538156,Medium,Not Completed,Needs Support
LRN02962,Female,38,Professional,AI Fundamentals,Instructor-led,Cairo,Laptop,11.6,24 videos,6,84.2,75.1,95.6,72.66017662,High,Completed,Very Good
LRN02963,Male,28,Undergraduate,Design,Self-paced,Giza,Laptop,8.3,21 videos,1,68.5,80.8,54.1,59.49670138,Medium,Not Completed,Good
LRN02964,Male,30,Undergraduate,Business,Blended,Cairo,Laptop,6.7,23 videos,1,64.1,79,53.5,66.89005247,Medium,Completed,Very Good
LRN02965,Female,23,Professional,Data Analysis,Instructor-led,Other,Laptop,8.4,20 videos,6,66.1,87.1,81,68.08729236,High,Completed,Very Good
LRN02966,Female,21,Undergraduate,AI Fundamentals,Self-paced,Cairo,Mobile,8.6,25 videos,3,83.7,95.2,77.1,75.82270554,High,Completed,Very Good
LRN02967,Male,35,Graduate,AI Fundamentals,Instructor-led,Giza,Laptop,6.9,23 videos,3,57.1,59.6,68.8,65.73870097,Medium,Completed,Very Good
LRN02968,Male,28,Graduate,Design,Self-paced,Alexandria,Laptop,8.3,20 videos,4,85.6,81.3,65,73.37228991,Medium,Completed,Very Good
LRN02969,Female,33,Undergraduate,Programming,Blended,Delta,Mobile,8.4,26 videos,7,85.7,77.4,78.8,71.03480341,High,Completed,Very Good
LRN02970,Male,21,Undergraduate,Data Analysis,Self-paced,Cairo,Laptop,8.7,19 videos,4,58.8,87.4,61.9,69.9219472,Medium,Completed,Very Good
LRN02971,Male,34,Graduate,Business,Self-paced,Delta,Mobile,8.2,16 videos,5,82.4,68.2,81.6,64.00444148,High,Completed,Good
LRN02972,Male,16,Graduate,Data Analysis,Blended,Giza,Mobile,1,6 videos,3,36.8,49.7,25.3,30.33170613,Low,Not Completed,Needs Support
LRN02973,Female,23,Graduate,Design,Self-paced,Giza,Mobile,2.5,13 videos,4,54.4,83.4,36.9,50.36168835,Low,Not Completed,Good
LRN02974,Female,21,High School,Programming,Blended,Cairo,Mobile,6,28 videos,4,82.2,80,87.1,72.01777528,High,Completed,Very Good
LRN02975,Male,29,High School,Business,Self-paced,Cairo,Laptop,8,31 videos,9,84.4,82.2,92.9,77.18356793,High,Completed,Very Good
LRN02976,Female,37,Undergraduate,AI Fundamentals,Blended,Cairo,Mobile,4,19 videos,5,66.2,58.2,55.1,46.39392831,Medium,Not Completed,Needs Support
LRN02977,Female,16,Undergraduate,Business,Instructor-led,Cairo,Laptop,8.2,25 videos,1,79.9,78.6,75.3,71.13994317,Medium,Completed,Very Good
LRN02978,Female,29,Undergraduate,Programming,Blended,Delta,Laptop,11.6,33 videos,1,92.1,91.4,90.6,85.4372696,High,Completed,Excellent
LRN02979,Male,16,Undergraduate,AI Fundamentals,Instructor-led,Other,Mobile,7.7,24 videos,3,81.1,70.7,83.5,65.5415003,High,Completed,Very Good
LRN02980,Female,43,Undergraduate,AI Fundamentals,Self-paced,Giza,Laptop,8.8,23 videos,2,69.5,75,60.9,62.01736293,Medium,Completed,Good
LRN02981,Male,33,Graduate,Business,Blended,Alexandria,Laptop,9,25 videos,2,90,75.7,71.3,64.7702453,High,Completed,Good
LRN02982,Female,36,Undergraduate,Programming,Blended,Giza,Laptop,10.5,26 videos,8,88.9,84.6,95.9,71.8704282,High,Completed,Very Good
LRN02983,Female,29,Graduate,Data Analysis,Self-paced,Other,Tablet,10,28 videos,4,96.2,73.3,93.7,70.70939173,High,Completed,Very Good
LRN02984,Male,35,High School,Programming,Self-paced,Giza,Mobile,1,14 videos,2,50.7,49.5,33.3,41.06318486,Low,Not Completed,Needs Support
LRN02985,Male,20,Graduate,Business,Blended,Upper Egypt,Laptop,7.4,22 videos,5,85.9,74.1,77,71.34509515,High,Completed,Very Good
LRN02986,Male,35,Professional,Business,Blended,Upper Egypt,Laptop,7.2,23 videos,10,56.8,79.4,67.9,70.96772132,High,Completed,Very Good
LRN02987,Female,23,Graduate,Data Analysis,Self-paced,Other,Laptop,11.6,24 videos,1,100,100,79,85.27138255,High,Completed,Excellent
LRN02988,Male,32,Graduate,Design,Blended,Delta,Tablet,4.4,9 videos,4,61.3,59.8,37,47.43354967,Low,Not Completed,Needs Support
LRN02989,Male,24,Undergraduate,AI Fundamentals,Self-paced,Delta,Mobile,7.4,24 videos,3,78.8,89,68.7,72.19572101,High,Completed,Very Good
LRN02990,Female,29,Professional,Business,Blended,Upper Egypt,Mobile,5.2,19 videos,7,73.7,85.1,67.3,60.49520304,High,Completed,Good
LRN02991,Male,19,Graduate,AI Fundamentals,Blended,Alexandria,Laptop,11.9,24 videos,4,93.4,94.3,87.9,87.97202438,High,Completed,Excellent
LRN02992,Female,31,Undergraduate,Design,Instructor-led,Cairo,Mobile,1.8,5 videos,0,30.1,54.1,27.4,35.29042306,Low,Not Completed,Needs Support
LRN02993,Female,21,Graduate,Design,Self-paced,Alexandria,Laptop,11.3,24 videos,6,92.5,92.8,88.1,77.52819886,High,Completed,Very Good
LRN02994,Female,23,Graduate,Design,Blended,Cairo,Mobile,12.9,40 videos,6,91.6,96,97,88.07836509,High,Completed,Excellent
LRN02995,Male,32,Undergraduate,Business,Blended,Cairo,Laptop,6.8,23 videos,1,69,85.8,52.9,67.09231233,Medium,Completed,Very Good
LRN02996,Male,20,High School,Business,Self-paced,Alexandria,Mobile,2.1,18 videos,5,70.2,77.8,56.9,51.18271124,Medium,Not Completed,Good
LRN02997,Female,16,Graduate,Data Analysis,Self-paced,Upper Egypt,Laptop,7.3,12 videos,1,71.5,91.5,59,72.82652206,Medium,Completed,Very Good
LRN02998,Male,16,Graduate,Design,Self-paced,Giza,Laptop,6.7,21 videos,3,65.1,64.5,47.1,51.37878845,Medium,Not Completed,Good
LRN02999,Female,26,Graduate,Data Analysis,Instructor-led,Cairo,Laptop,9.9,28 videos,2,88.2,95.7,90.7,66.25337037,High,Completed,Very Good
LRN03000,Male,23,Undergraduate,Design,Instructor-led,Alexandria,Laptop,7.3,24 videos,7,70.1,82.8,73,71.80481789,Medium,Completed,Very Good
LRN03001,Male,29,Undergraduate,Design,Blended,Delta,Laptop,11.7,29 videos,2,85.6,90.4,87.2,86.55367313,High,Completed,Excellent
LRN03002,Male,32,Undergraduate,AI Fundamentals,Self-paced,Delta,Mobile,1,13 videos,1,36.7,60.3,22.4,29.9422709,Low,Not Completed,Needs Support
LRN03003,Female,26,Professional,Business,Self-paced,Cairo,Laptop,7,25 videos,1,64.1,80.2,54.8,52.29994584,Medium,Not Completed,Good
LRN03004,Male,16,Undergraduate,Data Analysis,Blended,Cairo,Mobile,8,21 videos,6,93.7,92.6,84.2,85.71429247,High,Completed,Excellent
LRN03005,Female,30,High School,Data Analysis,Self-paced,Alexandria,Mobile,2.8,20 videos,2,55.8,65.1,69.8,49.84819302,High,Not Completed,Needs Support
LRN03006,Female,32,Graduate,Data Analysis,Instructor-led,Alexandria,Laptop,6.9,16 videos,4,60.9,65.3,60.8,62.48441244,Medium,Completed,Good
LRN03007,Male,27,Undergraduate,AI Fundamentals,Self-paced,Delta,Laptop,9.2,23 videos,2,67,89.5,53.9,57.25519072,Medium,Not Completed,Good
LRN03008,Male,19,Graduate,Business,Blended,Alexandria,Laptop,11.1,29 videos,4,86.2,82.8,94.1,85.2557806,High,Completed,Excellent
LRN03009,Female,29,Undergraduate,AI Fundamentals,Self-paced,Alexandria,Tablet,6.1,17 videos,4,67.3,50.5,59.1,56.56676148,Medium,Not Completed,Good
LRN03010,Male,22,Undergraduate,Data Analysis,Self-paced,Giza,Laptop,5.2,15 videos,5,46.7,44.2,46.2,43.24781788,Medium,Not Completed,Needs Support
LRN03011,Female,33,Professional,Programming,Instructor-led,Delta,Mobile,3.9,19 videos,1,54.4,80.1,58.4,46.41371051,Medium,Not Completed,Needs Support
LRN03012,Female,19,Graduate,AI Fundamentals,Blended,Upper Egypt,Mobile,6,20 videos,2,64.7,63.1,63.2,53.88796702,Medium,Not Completed,Good
LRN03013,Female,28,Professional,Programming,Instructor-led,Cairo,Mobile,5.5,24 videos,3,61,91.6,76.8,72.10756346,Medium,Completed,Very Good
LRN03014,Male,34,Graduate,Programming,Self-paced,Giza,Laptop,4.9,14 videos,4,49.5,67.4,41.7,39.79000647,Low,Not Completed,Needs Support
LRN03015,Male,25,Undergraduate,Programming,Instructor-led,Alexandria,Laptop,5.6,23 videos,3,76.4,63.6,74,58.02826312,Medium,Not Completed,Good
LRN03016,Male,28,Undergraduate,Business,Self-paced,Cairo,Laptop,12.2,23 videos,6,92.6,100,94.1,88.71224469,High,Completed,Excellent
LRN03017,Male,25,Undergraduate,Business,Self-paced,Cairo,Mobile,5.6,20 videos,4,68.1,70.8,59.5,52.39013506,Medium,Not Completed,Good
LRN03018,Female,24,High School,Programming,Instructor-led,Other,Laptop,8.3,26 videos,4,93.2,94,100,89.34251138,High,Completed,Excellent
LRN03019,Female,29,Professional,Data Analysis,Instructor-led,Other,Laptop,5.4,19 videos,1,65.5,75.4,72,66.99803709,Medium,Completed,Very Good
LRN03020,Male,30,High School,AI Fundamentals,Blended,Cairo,Mobile,1.2,19 videos,9,57.8,63.7,63,51.51595497,Medium,Not Completed,Good
LRN03021,Male,24,Professional,Business,Blended,Other,Laptop,12.5,34 videos,5,75.1,100,87.8,83.50512879,High,Completed,Excellent
LRN03022,Female,31,Professional,Data Analysis,Blended,Upper Egypt,Laptop,10.4,23 videos,5,90.1,90.1,84.7,76.61763023,High,Completed,Very Good
LRN03023,Male,27,Undergraduate,Business,Self-paced,Giza,Laptop,10.1,19 videos,4,76.9,77.7,72.8,72.00853999,High,Completed,Very Good
LRN03024,Male,45,Graduate,Business,Instructor-led,Upper Egypt,Mobile,4.3,22 videos,4,66.2,75.3,71.7,57.69640245,Medium,Not Completed,Good
LRN03025,Female,26,Undergraduate,Data Analysis,Instructor-led,Giza,Laptop,10.4,24 videos,1,75.6,76.3,89.4,70.82109376,High,Completed,Very Good
LRN03026,Male,37,Graduate,Design,Self-paced,Delta,Laptop,4.8,15 videos,4,67.8,65.3,52,51.58295564,Medium,Not Completed,Good
LRN03027,Male,28,Graduate,Data Analysis,Instructor-led,Cairo,Tablet,6.6,18 videos,2,78,74.4,61.2,70.23762785,Medium,Completed,Very Good
LRN03028,Female,24,Professional,AI Fundamentals,Instructor-led,Delta,Laptop,4.3,16 videos,2,46.6,65.6,54.4,54.9652934,Medium,Not Completed,Good
LRN03029,Female,26,Undergraduate,Design,Blended,Giza,Laptop,6.8,13 videos,5,76.5,75,58.3,57.45777304,Medium,Not Completed,Good
LRN03030,Female,37,Undergraduate,Programming,Blended,Cairo,Laptop,11,28 videos,6,62.6,77.1,86,75.32312302,High,Completed,Very Good
LRN03031,Male,26,Professional,AI Fundamentals,Instructor-led,Cairo,Laptop,7.2,18 videos,3,49.8,68.8,65.1,51.31991027,Medium,Not Completed,Good
LRN03032,Male,26,High School,Data Analysis,Blended,Cairo,Laptop,7.2,29 videos,6,78.9,82.8,87.1,81.14934996,High,Completed,Excellent
LRN03033,Male,30,Undergraduate,Data Analysis,Instructor-led,Other,Tablet,12,32 videos,4,87.2,78.3,100,86.65975294,High,Completed,Excellent
LRN03034,Male,19,Graduate,Business,Instructor-led,Alexandria,Mobile,2.6,16 videos,2,46.7,50,57.5,53.71886162,Medium,Not Completed,Good
LRN03035,Male,28,Graduate,AI Fundamentals,Instructor-led,Giza,Mobile,3.4,13 videos,3,64,55.1,59.1,51.28972546,Medium,Not Completed,Good
LRN03036,Female,23,Graduate,Data Analysis,Self-paced,Cairo,Laptop,7.2,19 videos,3,63.5,94.5,57,64.70755791,Medium,Completed,Good
LRN03037,Male,37,Professional,Design,Instructor-led,Alexandria,Mobile,3.3,14 videos,1,64.7,68.1,54.7,52.07618361,Medium,Not Completed,Good
LRN03038,Female,29,Undergraduate,Business,Instructor-led,Upper Egypt,Mobile,1.1,10 videos,3,25.2,43.2,42.3,32.63590906,Low,Not Completed,Needs Support
LRN03039,Female,33,Undergraduate,Design,Blended,Cairo,Mobile,6.4,22 videos,4,75.2,84.8,80.2,64.56991239,High,Completed,Good
LRN03040,Female,22,High School,Design,Self-paced,Cairo,Laptop,1,13 videos,4,62.5,48.5,29.5,27.25183448,Low,Not Completed,Needs Support
LRN03041,Male,31,Professional,Design,Self-paced,Upper Egypt,Laptop,6,16 videos,0,56.9,84.2,50.8,56.6566783,Medium,Not Completed,Good
LRN03042,Female,34,Professional,Programming,Instructor-led,Alexandria,Tablet,7.4,18 videos,5,63.2,85.9,71.3,66.24963957,Medium,Completed,Very Good
LRN03043,Female,21,Undergraduate,Data Analysis,Self-paced,Giza,Mobile,6,18 videos,2,45.1,65.8,60,53.88263268,Medium,Not Completed,Good
LRN03044,Male,16,Graduate,Programming,Instructor-led,Alexandria,Mobile,5.8,26 videos,1,67.9,79,71.9,65.63112205,Medium,Completed,Very Good
LRN03045,Male,32,Graduate,AI Fundamentals,Self-paced,Delta,Laptop,8.5,22 videos,3,72,66.9,63.8,61.67913676,Medium,Completed,Good
LRN03046,Female,28,Professional,Programming,Blended,Giza,Laptop,8.3,22 videos,4,82,87.2,70,77.50735434,High,Completed,Very Good
LRN03047,Male,36,High School,Design,Self-paced,Alexandria,Mobile,1,18 videos,3,54.4,57.1,55.7,41.16188909,Medium,Not Completed,Needs Support
LRN03048,Female,22,Undergraduate,AI Fundamentals,Instructor-led,Delta,Laptop,11.1,26 videos,6,74.1,68.5,100,68.01987748,High,Completed,Very Good
LRN03049,Male,28,High School,Programming,Blended,Delta,Mobile,1,12 videos,7,33.3,53.8,37.8,46.06087284,Low,Not Completed,Needs Support
LRN03050,Male,34,Professional,AI Fundamentals,Instructor-led,Upper Egypt,Mobile,5.5,17 videos,7,75.6,81.4,76.9,51.25115341,Medium,Not Completed,Good
LRN03051,Female,36,Graduate,Programming,Instructor-led,Other,Laptop,6.2,18 videos,1,66.8,91.3,57.4,70.69015911,Medium,Completed,Very Good
LRN03052,Male,27,High School,AI Fundamentals,Instructor-led,Alexandria,Mobile,3.3,18 videos,4,58,53.2,67.7,52.11704922,Medium,Not Completed,Good
LRN03053,Female,20,High School,Data Analysis,Blended,Cairo,Laptop,5,17 videos,3,62.6,65.8,57,54.07308228,Medium,Not Completed,Good
LRN03054,Male,25,Undergraduate,Data Analysis,Instructor-led,Other,Mobile,8.1,26 videos,4,82.9,71.2,86.3,73.86585333,High,Completed,Very Good
LRN03055,Female,18,Undergraduate,AI Fundamentals,Self-paced,Giza,Laptop,8.2,15 videos,3,75.5,79.4,57.1,68.2374634,Medium,Completed,Very Good
LRN03056,Female,25,Graduate,Business,Self-paced,Alexandria,Mobile,1.8,15 videos,3,41.6,46.8,39.5,28.823503,Low,Not Completed,Needs Support
LRN03057,Male,23,High School,Programming,Self-paced,Delta,Mobile,1,14 videos,4,30.3,57,47.7,32.99539449,Medium,Not Completed,Needs Support
LRN03058,Female,26,Undergraduate,Design,Instructor-led,Delta,Mobile,1,6 videos,2,56.4,66.7,44.1,44.66159052,Low,Not Completed,Needs Support
LRN03059,Female,21,Undergraduate,Business,Blended,Delta,Laptop,10.2,20 videos,4,92.8,100,76,70.95371468,High,Completed,Very Good
LRN03060,Female,30,Undergraduate,Data Analysis,Instructor-led,Giza,Laptop,4.6,13 videos,2,35.4,41.2,53.7,37.64679647,Medium,Not Completed,Needs Support
LRN03061,Female,39,Undergraduate,Programming,Self-paced,Other,Laptop,6.3,22 videos,4,67.7,83,53.6,64.92256487,Medium,Completed,Good
LRN03062,Male,30,Graduate,Data Analysis,Self-paced,Delta,Laptop,6.4,14 videos,3,64.1,63,48.6,58.74366139,Medium,Not Completed,Good
LRN03063,Female,16,Undergraduate,Programming,Instructor-led,Giza,Mobile,8.6,23 videos,9,88.2,83.9,100,78.68484847,High,Completed,Very Good
LRN03064,Male,44,High School,Programming,Blended,Delta,Mobile,5.2,26 videos,4,70.2,79,67.2,59.05214925,High,Not Completed,Good
LRN03065,Male,42,Undergraduate,Data Analysis,Instructor-led,Giza,Laptop,7,24 videos,2,65.7,68.9,65.9,60.44002383,Medium,Completed,Good
LRN03066,Male,36,Undergraduate,AI Fundamentals,Instructor-led,Alexandria,Laptop,7.4,29 videos,5,40.2,77.7,75,57.7713589,Medium,Not Completed,Good
LRN03067,Female,26,High School,Data Analysis,Self-paced,Other,Laptop,9.3,26 videos,3,87.7,87.6,84.1,80.77040657,High,Completed,Excellent
LRN03068,Male,22,Professional,Design,Self-paced,Cairo,Laptop,7.3,25 videos,3,69,84.4,68.5,66.10309325,High,Completed,Very Good
LRN03069,Female,16,High School,Design,Self-paced,Cairo,Laptop,3.4,18 videos,0,44.5,87.7,50.8,59.14727701,Medium,Not Completed,Good
LRN03070,Male,37,Undergraduate,AI Fundamentals,Self-paced,Giza,Tablet,11.4,29 videos,3,79.2,100,83.1,79.23289488,High,Completed,Very Good
